City_Name,District_Name,Area_Name,Latitude,Longitude,Tourist_Place,Hidden_Place,Nearby_Hotel_Name,Hotel_Rating,Hotel_Address,Restaurant_Name,Restaurant_Rating,Restaurant_Address,Tiffin_Center_Name,Tiffin_Address,Lunch_Meals_Hotel,Lunch_Address,Accommodation_Details,Emergency_Service,Emergency_Address,Rating,Description,Final_Rating,Entry_Fee,Hotel
Achutapuram,Anakapalli,Rama Krishna Phase 2,15.991802,79.738783,Rama Krishna Phase 2 Lake Viewpoint,Rama Krishna Phase 2 Ancient Stepwell,Hotel Rama Krishna Phase 2 Residency,4.0,"Near Rama Krishna Phase 2 Main Junction, Achutapuram",Rama Krishna Phase 2 Biryani House,3.6,"Opposite Achutapuram Lake Promenade, Rama Krishna Phase 2, Achutapuram",New Rama Krishna Phase 2 Darshini,"Market Road, Rama Krishna Phase 2, Achutapuram",Rama Krishna Phase 2 Biryani House,"Highway Bypass / Rama Krishna Phase 2 Center, Achutapuram",Hotel Rama Krishna Phase 2 Residency / Similar Accommodations,Rama Krishna Phase 2 Local Police Station,"Main Road, Rama Krishna Phase 2, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram East Cross Roads,16.00314,79.694624,Achutapuram East Cross Roads Historic Monument,Achutapuram East Cross Roads Old Fort Ruins,The Achutapuram East Cross Roads Lodge,4.6,"Near Achutapuram East Cross Roads Main Junction, Achutapuram",Achutapuram East Cross Roads Flavours,4.7,"Opposite Achutapuram Heritage Museum, Achutapuram East Cross Roads, Achutapuram",New Achutapuram East Cross Roads Darshini,"Market Road, Achutapuram East Cross Roads, Achutapuram",Achutapuram East Cross Roads Flavours,"Highway Bypass / Achutapuram East Cross Roads Center, Achutapuram",The Achutapuram East Cross Roads Lodge / Similar Accommodations,Achutapuram East Cross Roads Local Police Station,"Main Road, Achutapuram East Cross Roads, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Old Giri Phase 1,15.899091,79.731972,Old Giri Phase 1 Central Park,Old Giri Phase 1 Old Fort Ruins,Grand Old Giri Phase 1 Inn,4.5,"Near Old Giri Phase 1 Main Junction, Achutapuram",Old Giri Phase 1 Family Restaurant,4.1,"Opposite Achutapuram Lake Promenade, Old Giri Phase 1, Achutapuram",Sri Old Giri Phase 1 Tiffin Centre,"Market Road, Old Giri Phase 1, Achutapuram",Old Giri Phase 1 Family Restaurant,"Highway Bypass / Old Giri Phase 1 Center, Achutapuram",Grand Old Giri Phase 1 Inn / Similar Accommodations,Old Giri Phase 1 Local Police Station,"Main Road, Old Giri Phase 1, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram West Veedhi,15.891913,79.703926,Achutapuram West Veedhi Historic Monument,Achutapuram West Veedhi Hidden Creek,Grand Achutapuram West Veedhi Boutique Hotel,3.8,"Near Achutapuram West Veedhi Main Junction, Achutapuram",Achutapuram West Veedhi Biryani House,4.1,"Opposite Achutapuram Botanical Garden, Achutapuram West Veedhi, Achutapuram",Sri Achutapuram West Veedhi Darshini,"Market Road, Achutapuram West Veedhi, Achutapuram",Achutapuram West Veedhi Biryani House,"Highway Bypass / Achutapuram West Veedhi Center, Achutapuram",Grand Achutapuram West Veedhi Boutique Hotel / Similar Accommodations,Achutapuram West Veedhi Primary Health Centre,"Main Road, Achutapuram West Veedhi, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram South Phase 1,15.88194,79.801736,Achutapuram South Phase 1 Cultural Museum,Achutapuram South Phase 1 Sunset Hill,The Achutapuram South Phase 1 Boutique Hotel,3.8,"Near Achutapuram South Phase 1 Main Junction, Achutapuram",Achutapuram South Phase 1 Spice Dhaba,4.7,"Opposite Achutapuram City Central Park, Achutapuram South Phase 1, Achutapuram",New Achutapuram South Phase 1 Cafe,"Market Road, Achutapuram South Phase 1, Achutapuram",Achutapuram South Phase 1 Spice Dhaba,"Highway Bypass / Achutapuram South Phase 1 Center, Achutapuram",The Achutapuram South Phase 1 Boutique Hotel / Similar Accommodations,Achutapuram South Phase 1 Fire & Rescue,"Main Road, Achutapuram South Phase 1, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Lakshmi Krishna Peta,15.961645,79.689258,Lakshmi Krishna Peta Cultural Museum,Lakshmi Krishna Peta Ancient Stepwell,Hotel Lakshmi Krishna Peta Lodge,4.6,"Near Lakshmi Krishna Peta Main Junction, Achutapuram",Lakshmi Krishna Peta Flavours,4.6,"Opposite Achutapuram Lake Promenade, Lakshmi Krishna Peta, Achutapuram",Sri Lakshmi Krishna Peta Darshini,"Market Road, Lakshmi Krishna Peta, Achutapuram",Lakshmi Krishna Peta Flavours,"Highway Bypass / Lakshmi Krishna Peta Center, Achutapuram",Hotel Lakshmi Krishna Peta Lodge / Similar Accommodations,Lakshmi Krishna Peta Fire & Rescue,"Main Road, Lakshmi Krishna Peta, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Rama Veedhi,15.91689,79.730076,Rama Veedhi Cultural Museum,Rama Veedhi Ancient Stepwell,Hotel Rama Veedhi Boutique Hotel,4.1,"Near Rama Veedhi Main Junction, Achutapuram",Rama Veedhi Flavours,4.7,"Opposite Achutapuram Historic Fort Ruins, Rama Veedhi, Achutapuram",Namma Rama Veedhi Tiffin Centre,"Market Road, Rama Veedhi, Achutapuram",Rama Veedhi Flavours,"Highway Bypass / Rama Veedhi Center, Achutapuram",Hotel Rama Veedhi Boutique Hotel / Similar Accommodations,Rama Veedhi Local Police Station,"Main Road, Rama Veedhi, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Sri Giri Phase 2,15.93572,79.740412,Sri Giri Phase 2 Promenade,Sri Giri Phase 2 Weavers Hamlet,Grand Sri Giri Phase 2 Lodge,4.4,"Near Sri Giri Phase 2 Main Junction, Achutapuram",Sri Giri Phase 2 Multi-Cuisine,3.7,"Opposite Achutapuram Lake Promenade, Sri Giri Phase 2, Achutapuram",Sri Sri Giri Phase 2 Cafe,"Market Road, Sri Giri Phase 2, Achutapuram",Sri Giri Phase 2 Multi-Cuisine,"Highway Bypass / Sri Giri Phase 2 Center, Achutapuram",Grand Sri Giri Phase 2 Lodge / Similar Accommodations,Sri Giri Phase 2 Fire & Rescue,"Main Road, Sri Giri Phase 2, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Gandhi Giri Cross Roads,15.991573,79.666001,Gandhi Giri Cross Roads Promenade,Gandhi Giri Cross Roads Old Fort Ruins,Hotel Gandhi Giri Cross Roads Boutique Hotel,4.1,"Near Gandhi Giri Cross Roads Main Junction, Achutapuram",Gandhi Giri Cross Roads Family Restaurant,4.5,"Opposite Achutapuram City Central Park, Gandhi Giri Cross Roads, Achutapuram",Namma Gandhi Giri Cross Roads Tiffin Centre,"Market Road, Gandhi Giri Cross Roads, Achutapuram",Gandhi Giri Cross Roads Family Restaurant,"Highway Bypass / Gandhi Giri Cross Roads Center, Achutapuram",Hotel Gandhi Giri Cross Roads Boutique Hotel / Similar Accommodations,Gandhi Giri Cross Roads Fire & Rescue,"Main Road, Gandhi Giri Cross Roads, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram West Enclave,15.861799,79.74689,Achutapuram West Enclave Historic Monument,Achutapuram West Enclave Sunset Hill,Hotel Achutapuram West Enclave Lodge,4.8,"Near Achutapuram West Enclave Main Junction, Achutapuram",Achutapuram West Enclave Multi-Cuisine,3.8,"Opposite Achutapuram Historic Fort Ruins, Achutapuram West Enclave, Achutapuram",Authentic Achutapuram West Enclave Cafe,"Market Road, Achutapuram West Enclave, Achutapuram",Achutapuram West Enclave Multi-Cuisine,"Highway Bypass / Achutapuram West Enclave Center, Achutapuram",Hotel Achutapuram West Enclave Lodge / Similar Accommodations,Achutapuram West Enclave Primary Health Centre,"Main Road, Achutapuram West Enclave, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Vidya Giri Phase 2,15.862955,79.657333,Vidya Giri Phase 2 Lake Viewpoint,Vidya Giri Phase 2 Hidden Creek,Grand Vidya Giri Phase 2 Residency,4.1,"Near Vidya Giri Phase 2 Main Junction, Achutapuram",Vidya Giri Phase 2 Spice Dhaba,4.3,"Opposite Achutapuram Historic Fort Ruins, Vidya Giri Phase 2, Achutapuram",New Vidya Giri Phase 2 Breakfast Corner,"Market Road, Vidya Giri Phase 2, Achutapuram",Vidya Giri Phase 2 Spice Dhaba,"Highway Bypass / Vidya Giri Phase 2 Center, Achutapuram",Grand Vidya Giri Phase 2 Residency / Similar Accommodations,Vidya Giri Phase 2 Fire & Rescue,"Main Road, Vidya Giri Phase 2, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram South Gardens,15.950044,79.808146,Achutapuram South Gardens Central Park,Achutapuram South Gardens Ancient Stepwell,The Achutapuram South Gardens Inn,4.7,"Near Achutapuram South Gardens Main Junction, Achutapuram",Achutapuram South Gardens Biryani House,4.3,"Opposite Achutapuram Historic Fort Ruins, Achutapuram South Gardens, Achutapuram",Authentic Achutapuram South Gardens Darshini,"Market Road, Achutapuram South Gardens, Achutapuram",Achutapuram South Gardens Biryani House,"Highway Bypass / Achutapuram South Gardens Center, Achutapuram",The Achutapuram South Gardens Inn / Similar Accommodations,Achutapuram South Gardens Primary Health Centre,"Main Road, Achutapuram South Gardens, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,New Peta,15.948741,79.790046,New Peta Central Park,New Peta Ancient Stepwell,Hotel New Peta Lodge,3.9,"Near New Peta Main Junction, Achutapuram",New Peta Spice Dhaba,3.6,"Opposite Achutapuram Local Shiva Temple, New Peta, Achutapuram",Sri New Peta Tiffin Centre,"Market Road, New Peta, Achutapuram",New Peta Spice Dhaba,"Highway Bypass / New Peta Center, Achutapuram",Hotel New Peta Lodge / Similar Accommodations,New Peta Primary Health Centre,"Main Road, New Peta, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Srinivasa Krishna Colony,15.842227,79.756198,Srinivasa Krishna Colony Historic Monument,Srinivasa Krishna Colony Weavers Hamlet,The Srinivasa Krishna Colony Residency,3.9,"Near Srinivasa Krishna Colony Main Junction, Achutapuram",Srinivasa Krishna Colony Spice Dhaba,4.6,"Opposite Achutapuram City Central Park, Srinivasa Krishna Colony, Achutapuram",New Srinivasa Krishna Colony Darshini,"Market Road, Srinivasa Krishna Colony, Achutapuram",Srinivasa Krishna Colony Spice Dhaba,"Highway Bypass / Srinivasa Krishna Colony Center, Achutapuram",The Srinivasa Krishna Colony Residency / Similar Accommodations,Srinivasa Krishna Colony Local Police Station,"Main Road, Srinivasa Krishna Colony, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram RTC Bus Stand Area,15.968085,79.681598,Achutapuram Historic Monument,Achutapuram Weavers Hamlet,Grand Achutapuram Residency,4.0,"Near Achutapuram RTC Bus Stand Area Main Junction, Achutapuram",Achutapuram Family Restaurant,4.6,"Opposite Achutapuram Local Shiva Temple, Achutapuram RTC Bus Stand Area, Achutapuram",New Achutapuram Breakfast Corner,"Market Road, Achutapuram RTC Bus Stand Area, Achutapuram",Achutapuram Family Restaurant,"Highway Bypass / Achutapuram RTC Bus Stand Area Center, Achutapuram",Grand Achutapuram Residency / Similar Accommodations,Achutapuram Fire & Rescue,"Main Road, Achutapuram RTC Bus Stand Area, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Siva Krishna Peta,15.910744,79.802006,Siva Krishna Peta Heritage Temple,Siva Krishna Peta Sunset Hill,Grand Siva Krishna Peta Inn,4.3,"Near Siva Krishna Peta Main Junction, Achutapuram",Siva Krishna Peta Flavours,3.7,"Opposite Achutapuram Lake Promenade, Siva Krishna Peta, Achutapuram",Namma Siva Krishna Peta Tiffin Centre,"Market Road, Siva Krishna Peta, Achutapuram",Siva Krishna Peta Flavours,"Highway Bypass / Siva Krishna Peta Center, Achutapuram",Grand Siva Krishna Peta Inn / Similar Accommodations,Siva Krishna Peta Fire & Rescue,"Main Road, Siva Krishna Peta, Achutapuram",4.0,,4.0,Free,
Achutapuram,Anakapalli,Lakshmi Krishna Veedhi,15.957362,79.779002,Lakshmi Krishna Veedhi Lake Viewpoint,Lakshmi Krishna Veedhi Old Fort Ruins,The Lakshmi Krishna Veedhi Suites,4.7,"Near Lakshmi Krishna Veedhi Main Junction, Achutapuram",Lakshmi Krishna Veedhi Flavours,4.2,"Opposite Achutapuram Heritage Museum, Lakshmi Krishna Veedhi, Achutapuram",Authentic Lakshmi Krishna Veedhi Tiffin Centre,"Market Road, Lakshmi Krishna Veedhi, Achutapuram",Lakshmi Krishna Veedhi Flavours,"Highway Bypass / Lakshmi Krishna Veedhi Center, Achutapuram",The Lakshmi Krishna Veedhi Suites / Similar Accommodations,Lakshmi Krishna Veedhi Fire & Rescue,"Main Road, Lakshmi Krishna Veedhi, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Sri Giri Layout,15.978561,79.82954,Sri Giri Layout Promenade,Sri Giri Layout Weavers Hamlet,Hotel Sri Giri Layout Suites,3.8,"Near Sri Giri Layout Main Junction, Achutapuram",Sri Giri Layout Flavours,4.3,"Opposite Achutapuram Botanical Garden, Sri Giri Layout, Achutapuram",Sri Sri Giri Layout Tiffin Centre,"Market Road, Sri Giri Layout, Achutapuram",Sri Giri Layout Flavours,"Highway Bypass / Sri Giri Layout Center, Achutapuram",Hotel Sri Giri Layout Suites / Similar Accommodations,Sri Giri Layout Fire & Rescue,"Main Road, Sri Giri Layout, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram East Peta,15.847355,79.68327,Achutapuram East Peta Central Park,Achutapuram East Peta Weavers Hamlet,Hotel Achutapuram East Peta Boutique Hotel,4.1,"Near Achutapuram East Peta Main Junction, Achutapuram",Achutapuram East Peta Flavours,4.5,"Opposite Achutapuram Heritage Museum, Achutapuram East Peta, Achutapuram",Authentic Achutapuram East Peta Darshini,"Market Road, Achutapuram East Peta, Achutapuram",Achutapuram East Peta Flavours,"Highway Bypass / Achutapuram East Peta Center, Achutapuram",Hotel Achutapuram East Peta Boutique Hotel / Similar Accommodations,Achutapuram East Peta Primary Health Centre,"Main Road, Achutapuram East Peta, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram West Peta,15.982642,79.750481,Achutapuram West Peta Promenade,Achutapuram West Peta Weavers Hamlet,Grand Achutapuram West Peta Lodge,4.8,"Near Achutapuram West Peta Main Junction, Achutapuram",Achutapuram West Peta Flavours,4.1,"Opposite Achutapuram Historic Fort Ruins, Achutapuram West Peta, Achutapuram",Namma Achutapuram West Peta Cafe,"Market Road, Achutapuram West Peta, Achutapuram",Achutapuram West Peta Flavours,"Highway Bypass / Achutapuram West Peta Center, Achutapuram",Grand Achutapuram West Peta Lodge / Similar Accommodations,Achutapuram West Peta Local Police Station,"Main Road, Achutapuram West Peta, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram Main Bazar,15.858279,79.695803,Achutapuram Promenade,Achutapuram Sunset Hill,Grand Achutapuram Boutique Hotel,4.2,"Near Achutapuram Main Bazar Main Junction, Achutapuram",Achutapuram Biryani House,4.7,"Opposite Achutapuram Historic Fort Ruins, Achutapuram Main Bazar, Achutapuram",Namma Achutapuram Cafe,"Market Road, Achutapuram Main Bazar, Achutapuram",Achutapuram Biryani House,"Highway Bypass / Achutapuram Main Bazar Center, Achutapuram",Grand Achutapuram Boutique Hotel / Similar Accommodations,Achutapuram Government Hospital,"Main Road, Achutapuram Main Bazar, Achutapuram",4.0,,4.0,,
Achutapuram,Anakapalli,Achutapuram East Enclave,15.886171,79.715552,Achutapuram East Enclave Central Park,Achutapuram East Enclave Weavers Hamlet,Grand Achutapuram East Enclave Inn,4.4,"Near Achutapuram East Enclave Main Junction, Achutapuram",Achutapuram East Enclave Spice Dhaba,4.0,"Opposite Achutapuram Heritage Museum, Achutapuram East Enclave, Achutapuram",Sri Achutapuram East Enclave Darshini,"Market Road, Achutapuram East Enclave, Achutapuram",Achutapuram East Enclave Spice Dhaba,"Highway Bypass / Achutapuram East Enclave Center, Achutapuram",Grand Achutapuram East Enclave Inn / Similar Accommodations,Achutapuram East Enclave Local Police Station,"Main Road, Achutapuram East Enclave, Achutapuram",4.0,,4.0,,
Addanki,Prakasam,Addanki Main Bazar,15.968388,79.64288,Sri Ramalingeswara Swamy Temple (Addanki),A historic and highly revered local temple dedicated to Lord Shiva in Addanki.,Local Lodge,4.8,Temple St,Local Tiffins,4.6,Temple Jct,Traditional,Nearby,Budget,Main Road,Market Street,Addanki PS,Local Market,4.8,A historic and highly revered local temple dedicated to Lord Shiva in Addanki.,4.8,Free,Local Lodge
Addanki,Prakasam,Addanki Main Bazar,15.968388,79.64288,Addanki Promenade,Addanki Sunset Hill,Hotel Addanki Lodge,4.2,"Near Addanki Main Bazar Main Junction, Addanki",Addanki Biryani House,4.1,"Opposite Addanki Heritage Museum, Addanki Main Bazar, Addanki",Sri Addanki Darshini,"Market Road, Addanki Main Bazar, Addanki",Addanki Biryani House,"Highway Bypass / Addanki Main Bazar Center, Addanki",Hotel Addanki Lodge / Similar Accommodations,Addanki Primary Health Centre,"Main Road, Addanki Main Bazar, Addanki",4.0,,4.0,,
Addanki,Prakasam,Addanki RTC Bus Stand Area,15.977062,79.722591,Addanki Historic Monument,Addanki Ancient Stepwell,Grand Addanki Lodge,4.2,"Near Addanki RTC Bus Stand Area Main Junction, Addanki",Addanki Family Restaurant,3.5,"Opposite Addanki Local Shiva Temple, Addanki RTC Bus Stand Area, Addanki",Namma Addanki Breakfast Corner,"Market Road, Addanki RTC Bus Stand Area, Addanki",Addanki Family Restaurant,"Highway Bypass / Addanki RTC Bus Stand Area Center, Addanki",Grand Addanki Lodge / Similar Accommodations,Addanki Fire & Rescue,"Main Road, Addanki RTC Bus Stand Area, Addanki",4.0,,4.0,,
Addanki,Prakasam,Addanki Main Road,15.813568,79.712741,Addanki Main Road Promenade,Addanki Main Road Ancient Stepwell,Hotel Addanki Main Road Lodge,4.9,"Near Addanki Main Road Main Junction, Addanki",Addanki Main Road Spice Dhaba,4.5,"Opposite Addanki Local Shiva Temple, Addanki Main Road, Addanki",Sri Addanki Main Road Breakfast Corner,"Market Road, Addanki Main Road, Addanki",Addanki Main Road Spice Dhaba,"Highway Bypass / Addanki Main Road Center, Addanki",Hotel Addanki Main Road Lodge / Similar Accommodations,Addanki Main Road Fire & Rescue,"Main Road, Addanki Main Road, Addanki",4.0,,4.0,,
Addanki,Prakasam,Addanki Main Bazar,15.968388,79.64288,Addanki Municipal Park,A popular urban recreation park for families and children in Addanki.,Nearby Hotel,4.6,Park Rd,Park Cafe,4.4,Park Entrance,Snacks,Nearby,Budget,Main Road,Park Gate,Addanki PS,Park Area,4.6,A popular urban recreation park for families and children in Addanki.,4.6,₹20,Nearby Hotel
Addateegala,Alluri Sitharama Raju,Addateegala South Enclave,15.841537,79.807186,Addateegala South Enclave Historic Monument,Addateegala South Enclave Weavers Hamlet,Hotel Addateegala South Enclave Residency,4.2,"Near Addateegala South Enclave Main Junction, Addateegala",Addateegala South Enclave Multi-Cuisine,4.2,"Opposite Addateegala City Central Park, Addateegala South Enclave, Addateegala",New Addateegala South Enclave Tiffin Centre,"Market Road, Addateegala South Enclave, Addateegala",Addateegala South Enclave Multi-Cuisine,"Highway Bypass / Addateegala South Enclave Center, Addateegala",Hotel Addateegala South Enclave Residency / Similar Accommodations,Addateegala South Enclave Primary Health Centre,"Main Road, Addateegala South Enclave, Addateegala",4.0,,4.0,,
Addateegala,Alluri Sitharama Raju,Addateegala West Layout,15.914444,79.651582,Addateegala West Layout Historic Monument,Addateegala West Layout Hidden Creek,Hotel Addateegala West Layout Residency,4.7,"Near Addateegala West Layout Main Junction, Addateegala",Addateegala West Layout Flavours,4.7,"Opposite Addateegala City Central Park, Addateegala West Layout, Addateegala",New Addateegala West Layout Breakfast Corner,"Market Road, Addateegala West Layout, Addateegala",Addateegala West Layout Flavours,"Highway Bypass / Addateegala West Layout Center, Addateegala",Hotel Addateegala West Layout Residency / Similar Accommodations,Addateegala West Layout Primary Health Centre,"Main Road, Addateegala West Layout, Addateegala",4.0,,4.0,,
