City_Name,District_Name,Areas
Mogalthur,West Godavari,"Mogalthur Main Bazar, Mogalthur RTC Bus Stand Area, Mogalthur Main Road, Mogalthur Police Station Road, Revenue Colony"
Poduru,West Godavari,"Poduru Main Bazar, Poduru RTC Bus Stand Area, Maruthi Nagar, Poduru Railway Station Area, Poduru Main Road, Santhi Nagar, NGO Colony, Bhavani Nagar, Gandhi Nagar"
Yelamanchili,West Godavari,"Yelamanchili Main Bazar, Yelamanchili RTC Bus Stand Area, NGO Colony, Yelamanchili Police Station Road, Maruthi Nagar, Kothapeta, Yelamanchili Railway Station Area, Revenue Colony, Bhavani Nagar, Sai Nagar"
Veeravasaram,West Godavari,"Veeravasaram Main Bazar, Veeravasaram RTC Bus Stand Area, Kothapeta, Veeravasaram Main Road, Gandhi Nagar"
Bhimadole,West Godavari,"Bhimadole Main Bazar, Bhimadole RTC Bus Stand Area, Kothapeta, Bhimadole Railway Station Area, Sai Nagar, Revenue Colony, Bhimadole Police Station Road, Bhimadole Main Road, NGO Colony"
Pedavegi,West Godavari,"Pedavegi Main Bazar, Pedavegi RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, NGO Colony, Pedavegi Main Road, Sai Nagar, Pedavegi Railway Station Area, Kothapeta"
Nidamarru,West Godavari,"Nidamarru Main Bazar, Nidamarru RTC Bus Stand Area, Gandhi Nagar, Santhi Nagar, NGO Colony, Nidamarru Main Road, Nidamarru Police Station Road, Revenue Colony, Maruthi Nagar"
Unguturu,West Godavari,"Unguturu Main Bazar, Unguturu RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Revenue Colony, Kothapeta, Unguturu Railway Station Area, Bhavani Nagar"
Denduluru,West Godavari,"Denduluru Main Bazar, Denduluru RTC Bus Stand Area, Denduluru Police Station Road, Santhi Nagar, Bhavani Nagar, Kothapeta, Revenue Colony, Denduluru Main Road"
Ganapavaram,West Godavari,"Ganapavaram Main Bazar, Ganapavaram RTC Bus Stand Area, Ganapavaram Main Road, Ganapavaram Police Station Road, Bhavani Nagar, Sai Nagar"
Kovvur,West Godavari,"Kovvur Main Bazar, Kovvur RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Revenue Colony, Kovvur Main Road, Sai Nagar, Kovvur Railway Station Area"
Nidadavole,West Godavari,"Nidadavole Main Bazar, Nidadavole RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, NGO Colony, Sai Nagar, Revenue Colony, Nidadavole Police Station Road, Gandhi Nagar, Nidadavole Railway Station Area"
Peravali,West Godavari,"Peravali Main Bazar, Peravali RTC Bus Stand Area, Revenue Colony, Santhi Nagar, Kothapeta, Peravali Main Road, Peravali Police Station Road, Gandhi Nagar"
Achanta,West Godavari,"Achanta Main Bazar, Achanta RTC Bus Stand Area, NGO Colony, Santhi Nagar, Achanta Police Station Road, Gandhi Nagar, Maruthi Nagar, Sai Nagar, Achanta Railway Station Area"
Penugonda,West Godavari,"Penugonda Main Bazar, Penugonda RTC Bus Stand Area, Sai Nagar, NGO Colony, Penugonda Railway Station Area, Santhi Nagar, Maruthi Nagar"
Iragavaram,West Godavari,"Iragavaram Main Bazar, Iragavaram RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Maruthi Nagar, Iragavaram Police Station Road"
Penumantra,West Godavari,"Penumantra Main Bazar, Penumantra RTC Bus Stand Area, Gandhi Nagar, Penumantra Railway Station Area, Penumantra Main Road, Penumantra Police Station Road, Bhavani Nagar, Maruthi Nagar, Kothapeta, NGO Colony, Revenue Colony"
Palacole Rural,West Godavari,"Palacole Rural Main Bazar, Palacole Rural RTC Bus Stand Area, NGO Colony, Palacole Rural Railway Station Area, Bhavani Nagar"
Bhimavaram Rural,West Godavari,"Bhimavaram Rural Main Bazar, Bhimavaram Rural RTC Bus Stand Area, Sai Nagar, Maruthi Nagar, Revenue Colony, Bhimavaram Rural Railway Station Area, NGO Colony"
Anantapur,Ananthapuramu,"Anantapur Main Bazar, Anantapur RTC Bus Stand Area, Anantapur Railway Station Area, Gandhi Nagar, Kothapeta, Anantapur Police Station Road, Sai Nagar"
Guntakal,Ananthapuramu,"BSS Colony, Indira Colony, Housing Board Colony, Hanuman Nagar, Vidyaranya Nagar, Royal Circle, Tilak Nagar, 60 Feet Road"
Tadipatri,Ananthapuramu,"Sanjeev Nagar, Railway Station Area, Chintala Venkataramana Area, Bugga Road, Krishna Nagar"
Dharmavaram,Ananthapuramu,"Damajipalli, Pyadindi, Weaver’s Colony, Tadipatri Road, Puttaparthi Road, Shanti Nagar, Kothapeta"
Kalyandurg,Ananthapuramu,"Kalyandurg Main Bazar, Kalyandurg RTC Bus Stand Area, Santhi Nagar, NGO Colony, Maruthi Nagar, Sai Nagar, Kalyandurg Railway Station Area"
Rayadurg,Ananthapuramu,"Rayadurg Main Bazar, Rayadurg RTC Bus Stand Area, NGO Colony, Kothapeta, Rayadurg Main Road, Sai Nagar"
Uravakonda,Ananthapuramu,"Uravakonda Main Bazar, Uravakonda RTC Bus Stand Area, Uravakonda Main Road, Uravakonda Police Station Road, Bhavani Nagar, Uravakonda Railway Station Area, NGO Colony, Kothapeta, Gandhi Nagar, Santhi Nagar"
Gooty,Ananthapuramu,"Gooty Main Bazar, Gooty RTC Bus Stand Area, Gandhi Nagar, Sai Nagar, Santhi Nagar, Gooty Police Station Road, Maruthi Nagar, NGO Colony, Kothapeta"
Puttaparthi,Ananthapuramu,"Puttaparthi Main Bazar, Puttaparthi RTC Bus Stand Area, NGO Colony, Puttaparthi Police Station Road, Kothapeta, Puttaparthi Main Road, Puttaparthi Railway Station Area, Maruthi Nagar, Gandhi Nagar"
Kadiri,Ananthapuramu,"Gutibayalu, Kattarupalli Road, Temple Street, Panduranga Nagar, NGO Colony, Thilak Nagar"
Hindupur,Ananthapuramu,"Chinna Market Circle, Mukkidipeta, MF Road, Melapuram, Lepakshi Road, Housing Board Colony, Srinivas Nagar, Rahmath Nagar"
Penukonda,Ananthapuramu,"Penukonda Main Bazar, Penukonda RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Maruthi Nagar, Revenue Colony, Sai Nagar, Penukonda Main Road"
Bukkapatnam,Ananthapuramu,"Bukkapatnam Main Bazar, Bukkapatnam RTC Bus Stand Area, Bhavani Nagar, Kothapeta, Gandhi Nagar, Santhi Nagar, Bukkapatnam Police Station Road, Bukkapatnam Main Road, Maruthi Nagar, NGO Colony, Bukkapatnam Railway Station Area"
Chennekothapalli,Ananthapuramu,"Chennekothapalli Main Bazar, Chennekothapalli RTC Bus Stand Area, Santhi Nagar, Revenue Colony, Maruthi Nagar, Sai Nagar, Kothapeta, Chennekothapalli Police Station Road, Gandhi Nagar, Bhavani Nagar"
Kanaganapalli,Ananthapuramu,"Kanaganapalli Main Bazar, Kanaganapalli RTC Bus Stand Area, NGO Colony, Sai Nagar, Gandhi Nagar, Maruthi Nagar, Kanaganapalli Railway Station Area, Kanaganapalli Police Station Road"
Kundurpi,Ananthapuramu,"Kundurpi Main Bazar, Kundurpi RTC Bus Stand Area, Maruthi Nagar, Gandhi Nagar, Santhi Nagar, Bhavani Nagar, Kundurpi Police Station Road, Revenue Colony, Sai Nagar, Kundurpi Railway Station Area"
Settur,Ananthapuramu,"Settur Main Bazar, Settur RTC Bus Stand Area, Bhavani Nagar, NGO Colony, Maruthi Nagar, Gandhi Nagar, Sai Nagar, Settur Main Road, Kothapeta"
Beluguppa,Ananthapuramu,"Beluguppa Main Bazar, Beluguppa RTC Bus Stand Area, Maruthi Nagar, Beluguppa Railway Station Area, Beluguppa Main Road, Bhavani Nagar"
Kambadur,Ananthapuramu,"Kambadur Main Bazar, Kambadur RTC Bus Stand Area, Kothapeta, Santhi Nagar, Kambadur Main Road, Sai Nagar, Gandhi Nagar, Bhavani Nagar, NGO Colony"
Atmakur,Ananthapuramu,"Atmakur Main Bazar, Atmakur RTC Bus Stand Area, Atmakur Main Road, Maruthi Nagar, Sai Nagar, Revenue Colony, Santhi Nagar, Atmakur Police Station Road"
Raptadu,Ananthapuramu,"Raptadu Main Bazar, Raptadu RTC Bus Stand Area, Sai Nagar, NGO Colony, Bhavani Nagar, Kothapeta, Raptadu Police Station Road, Revenue Colony, Maruthi Nagar"
Singanamala,Ananthapuramu,"Singanamala Main Bazar, Singanamala RTC Bus Stand Area, Singanamala Main Road, Bhavani Nagar, Santhi Nagar, NGO Colony, Revenue Colony"
Bathalapalli,Ananthapuramu,"Bathalapalli Main Bazar, Bathalapalli RTC Bus Stand Area, Bathalapalli Railway Station Area, Gandhi Nagar, Santhi Nagar, NGO Colony, Bhavani Nagar, Bathalapalli Main Road"
Brahmasamudram,Ananthapuramu,"Brahmasamudram Main Bazar, Brahmasamudram RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Revenue Colony, Santhi Nagar, Bhavani Nagar, Sai Nagar, Brahmasamudram Railway Station Area"
Garladinne,Ananthapuramu,"Garladinne Main Bazar, Garladinne RTC Bus Stand Area, Garladinne Police Station Road, Kothapeta, Revenue Colony, Maruthi Nagar, Garladinne Main Road, Santhi Nagar, Gandhi Nagar, Sai Nagar"
Pamidi,Ananthapuramu,"Pamidi Main Bazar, Pamidi RTC Bus Stand Area, Sai Nagar, Pamidi Police Station Road, Revenue Colony, Pamidi Main Road, Maruthi Nagar, Pamidi Railway Station Area, Kothapeta, Gandhi Nagar"
Yellanur,Ananthapuramu,"Yellanur Main Bazar, Yellanur RTC Bus Stand Area, Gandhi Nagar, Yellanur Main Road, Kothapeta, Yellanur Railway Station Area, Revenue Colony, Yellanur Police Station Road"
Peddavadugur,Ananthapuramu,"Peddavadugur Main Bazar, Peddavadugur RTC Bus Stand Area, Peddavadugur Police Station Road, Sai Nagar, Santhi Nagar, NGO Colony"
Putlur,Ananthapuramu,"Putlur Main Bazar, Putlur RTC Bus Stand Area, NGO Colony, Revenue Colony, Santhi Nagar, Sai Nagar, Maruthi Nagar, Gandhi Nagar"
Vidapanakal,Ananthapuramu,"Vidapanakal Main Bazar, Vidapanakal RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Vidapanakal Police Station Road, Maruthi Nagar, Bhavani Nagar, Vidapanakal Main Road, Santhi Nagar, Kothapeta, Sai Nagar"
Rajampet,Annamayya,"Rajampet Main Bazar, Rajampet RTC Bus Stand Area, Kothapeta, Gandhi Nagar, Bhavani Nagar, Santhi Nagar, Revenue Colony, Rajampet Railway Station Area"
Madanapalle,Annamayya,"NTR Circle, Krishna Nagar, Valasapalle, Kothavaripalle, Chinnathippasamudram, Kumarapuram, Kandukuru, Chembakur, Vempalle"
Rayachoti,Annamayya,"Rayachoti Main Bazar, Rayachoti RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Santhi Nagar, Sai Nagar, Gandhi Nagar, NGO Colony, Rayachoti Main Road, Rayachoti Police Station Road"
Pileru,Annamayya,"Pileru Main Bazar, Pileru RTC Bus Stand Area, Pileru Police Station Road, NGO Colony, Sai Nagar, Pileru Main Road, Kothapeta"
Kalakada,Annamayya,"Kalakada Main Bazar, Kalakada RTC Bus Stand Area, Revenue Colony, Kothapeta, Kalakada Police Station Road, Kalakada Main Road, Bhavani Nagar"
Kurabalakota,Annamayya,"Kurabalakota Main Bazar, Kurabalakota RTC Bus Stand Area, Kurabalakota Police Station Road, Gandhi Nagar, Bhavani Nagar, Revenue Colony, Kurabalakota Railway Station Area, Sai Nagar, Kurabalakota Main Road, NGO Colony"
B Kothakota,Annamayya,"B Kothakota Main Bazar, B Kothakota RTC Bus Stand Area, Bhavani Nagar, B Kothakota Police Station Road, B Kothakota Railway Station Area, Sai Nagar, Kothapeta, Gandhi Nagar, B Kothakota Main Road"
Chinnamandem,Annamayya,"Chinnamandem Main Bazar, Chinnamandem RTC Bus Stand Area, Chinnamandem Police Station Road, NGO Colony, Chinnamandem Railway Station Area, Sai Nagar"
Galiveedu,Annamayya,"Galiveedu Main Bazar, Galiveedu RTC Bus Stand Area, NGO Colony, Maruthi Nagar, Gandhi Nagar, Galiveedu Police Station Road, Sai Nagar, Kothapeta, Bhavani Nagar, Galiveedu Railway Station Area"
Lakkireddipalle,Annamayya,"Lakkireddipalle Main Bazar, Lakkireddipalle RTC Bus Stand Area, Lakkireddipalle Main Road, Lakkireddipalle Railway Station Area, Bhavani Nagar, Sai Nagar"
Nandalur,Annamayya,"Nandalur Main Bazar, Nandalur RTC Bus Stand Area, Bhavani Nagar, Nandalur Main Road, Nandalur Police Station Road, NGO Colony, Santhi Nagar, Kothapeta, Sai Nagar, Gandhi Nagar"
Obulavaripalle,Annamayya,"Obulavaripalle Main Bazar, Obulavaripalle RTC Bus Stand Area, Santhi Nagar, Obulavaripalle Police Station Road, NGO Colony, Bhavani Nagar, Maruthi Nagar, Obulavaripalle Main Road, Sai Nagar, Gandhi Nagar"
Penagalur,Annamayya,"Penagalur Main Bazar, Penagalur RTC Bus Stand Area, NGO Colony, Penagalur Railway Station Area, Kothapeta, Penagalur Police Station Road, Sai Nagar"
Pullampeta,Annamayya,"Pullampeta Main Bazar, Pullampeta RTC Bus Stand Area, NGO Colony, Sai Nagar, Revenue Colony, Pullampeta Railway Station Area, Maruthi Nagar, Bhavani Nagar, Pullampeta Police Station Road, Kothapeta"
Railway Koduru,Annamayya,"Railway Koduru Main Bazar, Railway Koduru RTC Bus Stand Area, Maruthi Nagar, Railway Koduru Police Station Road, Gandhi Nagar, Kothapeta, Bhavani Nagar"
Sambepalle,Annamayya,"Sambepalle Main Bazar, Sambepalle RTC Bus Stand Area, Kothapeta, Sambepalle Main Road, Maruthi Nagar, Gandhi Nagar, Bhavani Nagar, Sai Nagar"
T Sundupalle,Annamayya,"T Sundupalle Main Bazar, T Sundupalle RTC Bus Stand Area, T Sundupalle Main Road, Maruthi Nagar, NGO Colony, Revenue Colony, T Sundupalle Police Station Road, Kothapeta, Sai Nagar, T Sundupalle Railway Station Area"
Veeraballi,Annamayya,"Veeraballi Main Bazar, Veeraballi RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Santhi Nagar, Maruthi Nagar, Gandhi Nagar, Revenue Colony, Veeraballi Police Station Road"
Chitvel,Annamayya,"Chitvel Main Bazar, Chitvel RTC Bus Stand Area, NGO Colony, Chitvel Main Road, Chitvel Railway Station Area, Maruthi Nagar, Revenue Colony, Chitvel Police Station Road, Kothapeta, Bhavani Nagar"
Kodur,Annamayya,"Kodur Main Bazar, Kodur RTC Bus Stand Area, Kodur Police Station Road, Kodur Main Road, Revenue Colony, Maruthi Nagar, Sai Nagar, NGO Colony"
Rajampet Rural,Annamayya,"Rajampet Rural Main Bazar, Rajampet Rural RTC Bus Stand Area, Rajampet Rural Main Road, NGO Colony, Kothapeta, Rajampet Rural Railway Station Area, Revenue Colony, Sai Nagar, Maruthi Nagar, Bhavani Nagar"
Madanapalle Rural,Annamayya,"Madanapalle Rural Main Bazar, Madanapalle Rural RTC Bus Stand Area, Madanapalle Rural Main Road, Maruthi Nagar, Bhavani Nagar, Gandhi Nagar"
Rayachoti Rural,Annamayya,"Rayachoti Rural Main Bazar, Rayachoti Rural RTC Bus Stand Area, Gandhi Nagar, Rayachoti Rural Main Road, Rayachoti Rural Railway Station Area, Sai Nagar, Kothapeta, Bhavani Nagar, NGO Colony"
Pileru Rural,Annamayya,"Pileru Rural Main Bazar, Pileru Rural RTC Bus Stand Area, Revenue Colony, NGO Colony, Gandhi Nagar, Pileru Rural Police Station Road, Maruthi Nagar, Santhi Nagar, Kothapeta, Bhavani Nagar"
Ramasamudram,Annamayya,"Ramasamudram Main Bazar, Ramasamudram RTC Bus Stand Area, Revenue Colony, Kothapeta, Sai Nagar, Ramasamudram Main Road, Maruthi Nagar, Bhavani Nagar, NGO Colony"
Chittoor,Chittoor,"Kattamanchi, Greamspet, Murakambattu, Kongareddy Palle, Mittoor, Church Street, High School Road, Balaji Nagar, Srinivasa Nagar"
Madanapalle,Chittoor,"NTR Circle, Krishna Nagar, Valasapalle, Kothavaripalle, Chinnathippasamudram, Kumarapuram, Kandukuru, Chembakur, Vempalle"
Punganur,Chittoor,"Punganur Main Bazar, Punganur RTC Bus Stand Area, Punganur Police Station Road, Punganur Main Road, NGO Colony, Santhi Nagar, Punganur Railway Station Area"
Palamaner,Chittoor,"Palamaner Main Bazar, Palamaner RTC Bus Stand Area, Bhavani Nagar, Revenue Colony, Palamaner Police Station Road, NGO Colony, Sai Nagar, Gandhi Nagar"
Kuppam,Chittoor,"Kuppam Main Bazar, Kuppam RTC Bus Stand Area, Santhi Nagar, Kuppam Railway Station Area, Kothapeta, NGO Colony, Maruthi Nagar, Bhavani Nagar"
Chandragiri,Chittoor,"Chandragiri Main Bazar, Chandragiri RTC Bus Stand Area, Chandragiri Railway Station Area, Revenue Colony, Chandragiri Police Station Road, Maruthi Nagar, NGO Colony, Santhi Nagar, Sai Nagar"
Gangadhara Nellore,Chittoor,"Gangadhara Nellore Main Bazar, Gangadhara Nellore RTC Bus Stand Area, NGO Colony, Kothapeta, Maruthi Nagar, Revenue Colony, Gandhi Nagar"
Karvetinagaram,Chittoor,"Karvetinagaram Main Bazar, Karvetinagaram RTC Bus Stand Area, Santhi Nagar, NGO Colony, Bhavani Nagar, Karvetinagaram Railway Station Area, Gandhi Nagar, Sai Nagar, Karvetinagaram Police Station Road"
Yerpedu,Chittoor,"Yerpedu Main Bazar, Yerpedu RTC Bus Stand Area, Yerpedu Police Station Road, Revenue Colony, Maruthi Nagar, Yerpedu Railway Station Area, Bhavani Nagar, Gandhi Nagar"
Thottambedu,Chittoor,"Thottambedu Main Bazar, Thottambedu RTC Bus Stand Area, Maruthi Nagar, Bhavani Nagar, Thottambedu Police Station Road, Sai Nagar, Revenue Colony, Thottambedu Railway Station Area, Gandhi Nagar, Thottambedu Main Road, NGO Colony"
Buchinaidu Kandriga,Chittoor,"Buchinaidu Kandriga Main Bazar, Buchinaidu Kandriga RTC Bus Stand Area, Buchinaidu Kandriga Police Station Road, Santhi Nagar, Buchinaidu Kandriga Main Road, Bhavani Nagar, Maruthi Nagar, Gandhi Nagar, Revenue Colony, NGO Colony, Sai Nagar"
Varadaiahpalem,Chittoor,"Varadaiahpalem Main Bazar, Varadaiahpalem RTC Bus Stand Area, Santhi Nagar, Varadaiahpalem Police Station Road, Bhavani Nagar, Kothapeta, Varadaiahpalem Railway Station Area"
Satyavedu,Chittoor,"Satyavedu Main Bazar, Satyavedu RTC Bus Stand Area, Satyavedu Police Station Road, NGO Colony, Revenue Colony, Satyavedu Railway Station Area, Kothapeta, Gandhi Nagar"
Palamaner Rural,Chittoor,"Palamaner Rural Main Bazar, Palamaner Rural RTC Bus Stand Area, Palamaner Rural Main Road, Bhavani Nagar, Kothapeta, Gandhi Nagar, Palamaner Rural Police Station Road, NGO Colony, Santhi Nagar, Maruthi Nagar"
Kuppam Rural,Chittoor,"Kuppam Rural Main Bazar, Kuppam Rural RTC Bus Stand Area, Maruthi Nagar, Santhi Nagar, Kuppam Rural Main Road, Kothapeta, Kuppam Rural Railway Station Area, Sai Nagar, Revenue Colony, Bhavani Nagar"
Kadapa,YSR Kadapa,"Chinna Chowk, Akkayapalli, Yerramukkapalli, Maruthi Nagar, Ravindra Nagar, Balaji Nagar, Vinayaka Nagar, Puttampalli, YS Nagar, NGO Colony, Cooperative Colony, Bhagya Nagar"
Proddatur,YSR Kadapa,"Bollavaram, Rameswaram, SBI Colony, Dorasanipalli, KVR Colony, Venkateswara Pet, Manasa Township, Mydukur Road, Kothapalle, Modameedapalle"
Pulivendula,YSR Kadapa,"Pulivendula Main Bazar, Pulivendula RTC Bus Stand Area, Santhi Nagar, Pulivendula Railway Station Area, Pulivendula Police Station Road, Bhavani Nagar"
Jammalamadugu,YSR Kadapa,"Jammalamadugu Main Bazar, Jammalamadugu RTC Bus Stand Area, Jammalamadugu Main Road, Revenue Colony, Maruthi Nagar, Sai Nagar, NGO Colony, Jammalamadugu Police Station Road, Gandhi Nagar, Santhi Nagar"
Rayachoti,YSR Kadapa,"Rayachoti Main Bazar, Rayachoti RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Santhi Nagar, Sai Nagar, Gandhi Nagar, NGO Colony, Rayachoti Main Road, Rayachoti Police Station Road"
Rajampet,YSR Kadapa,"Rajampet Main Bazar, Rajampet RTC Bus Stand Area, Kothapeta, Gandhi Nagar, Bhavani Nagar, Santhi Nagar, Revenue Colony, Rajampet Railway Station Area"
Badvel,YSR Kadapa,"Badvel Main Bazar, Badvel RTC Bus Stand Area, Badvel Police Station Road, Kothapeta, Maruthi Nagar, Bhavani Nagar, Gandhi Nagar, Sai Nagar, Badvel Railway Station Area, Revenue Colony"
Kamalapuram,YSR Kadapa,"Kamalapuram Main Bazar, Kamalapuram RTC Bus Stand Area, Kamalapuram Railway Station Area, Sai Nagar, Santhi Nagar, Kothapeta"
Mydukur,YSR Kadapa,"Mydukur Main Bazar, Mydukur RTC Bus Stand Area, Revenue Colony, Kothapeta, NGO Colony, Santhi Nagar, Mydukur Main Road, Mydukur Police Station Road, Sai Nagar, Gandhi Nagar, Bhavani Nagar"
Yerraguntla,YSR Kadapa,"Yerraguntla Main Bazar, Yerraguntla RTC Bus Stand Area, Kothapeta, Gandhi Nagar, Sai Nagar, Revenue Colony, NGO Colony, Yerraguntla Main Road, Yerraguntla Railway Station Area, Yerraguntla Police Station Road, Bhavani Nagar"
Vempalle,YSR Kadapa,"Vempalle Main Bazar, Vempalle RTC Bus Stand Area, Revenue Colony, Gandhi Nagar, Kothapeta, Sai Nagar, Vempalle Main Road"
Chennur,YSR Kadapa,"Chennur Main Bazar, Chennur RTC Bus Stand Area, NGO Colony, Sai Nagar, Maruthi Nagar, Kothapeta"
Atlur,YSR Kadapa,"Atlur Main Bazar, Atlur RTC Bus Stand Area, Gandhi Nagar, Maruthi Nagar, NGO Colony, Atlur Railway Station Area, Atlur Police Station Road, Atlur Main Road, Bhavani Nagar, Kothapeta"
Chinthakommadinne,YSR Kadapa,"Chinthakommadinne Main Bazar, Chinthakommadinne RTC Bus Stand Area, Chinthakommadinne Railway Station Area, Santhi Nagar, Revenue Colony, Chinthakommadinne Police Station Road, Kothapeta, NGO Colony"
Duvvur,YSR Kadapa,"Duvvur Main Bazar, Duvvur RTC Bus Stand Area, Duvvur Police Station Road, Kothapeta, Bhavani Nagar, Maruthi Nagar"
Gopavaram,YSR Kadapa,"Gopavaram Main Bazar, Gopavaram RTC Bus Stand Area, Bhavani Nagar, Gandhi Nagar, Maruthi Nagar, Revenue Colony, Kothapeta, Santhi Nagar, Sai Nagar"
Khajipet,YSR Kadapa,"Khajipet Main Bazar, Khajipet RTC Bus Stand Area, Khajipet Police Station Road, Khajipet Main Road, Revenue Colony, Sai Nagar, Santhi Nagar"
Lingala,YSR Kadapa,"Lingala Main Bazar, Lingala RTC Bus Stand Area, Lingala Police Station Road, NGO Colony, Santhi Nagar, Maruthi Nagar, Kothapeta, Bhavani Nagar, Gandhi Nagar"
Muddanur,YSR Kadapa,"Muddanur Main Bazar, Muddanur RTC Bus Stand Area, Gandhi Nagar, Muddanur Main Road, Kothapeta, NGO Colony"
Mylavaram,YSR Kadapa,"Mylavaram Main Bazar, Mylavaram RTC Bus Stand Area, Revenue Colony, Gandhi Nagar, Mylavaram Railway Station Area, Sai Nagar, Maruthi Nagar, Santhi Nagar, Kothapeta"
Nandalur,YSR Kadapa,"Nandalur Main Bazar, Nandalur RTC Bus Stand Area, Bhavani Nagar, Nandalur Main Road, Nandalur Police Station Road, NGO Colony, Santhi Nagar, Kothapeta, Sai Nagar, Gandhi Nagar"
Peddamudium,YSR Kadapa,"Peddamudium Main Bazar, Peddamudium RTC Bus Stand Area, NGO Colony, Gandhi Nagar, Peddamudium Main Road, Peddamudium Railway Station Area, Peddamudium Police Station Road"
Pendlimarri,YSR Kadapa,"Pendlimarri Main Bazar, Pendlimarri RTC Bus Stand Area, Pendlimarri Railway Station Area, Revenue Colony, Santhi Nagar, Bhavani Nagar, Maruthi Nagar, NGO Colony, Gandhi Nagar"
Porumamilla,YSR Kadapa,"Porumamilla Main Bazar, Porumamilla RTC Bus Stand Area, Gandhi Nagar, Santhi Nagar, Maruthi Nagar, Revenue Colony, Kothapeta, Bhavani Nagar, Porumamilla Police Station Road"
Pullampeta,YSR Kadapa,"Pullampeta Main Bazar, Pullampeta RTC Bus Stand Area, NGO Colony, Sai Nagar, Revenue Colony, Pullampeta Railway Station Area, Maruthi Nagar, Bhavani Nagar, Pullampeta Police Station Road, Kothapeta"
Simhadripuram,YSR Kadapa,"Simhadripuram Main Bazar, Simhadripuram RTC Bus Stand Area, Gandhi Nagar, Simhadripuram Police Station Road, Bhavani Nagar, Kothapeta, Sai Nagar"
T Sundupalle,YSR Kadapa,"T Sundupalle Main Bazar, T Sundupalle RTC Bus Stand Area, T Sundupalle Main Road, Maruthi Nagar, NGO Colony, Revenue Colony, T Sundupalle Police Station Road, Kothapeta, Sai Nagar, T Sundupalle Railway Station Area"
Veeraballi,YSR Kadapa,"Veeraballi Main Bazar, Veeraballi RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Santhi Nagar, Maruthi Nagar, Gandhi Nagar, Revenue Colony, Veeraballi Police Station Road"
Kurnool,Kurnool,"Venkat Ramana Colony, C-Camp, Raj Vihar Centre, Nandyal Road, Kallur, Ganesh Nagar, Budhawara Peta, A-Camp, Birla Gate, Santosh Nagar, Gayatri Estate, Abbas Nagar, Joharapuram"
Adoni,Kurnool,"Tirumala Nagar, Housing Board Colony, Papampeta, Balaji Nagar, Santosh Nagar, Kowdialpet, SKD Colony, Havanapet, YMK Nagar, Old Post Office Road"
Yemmiganur,Kurnool,"Yemmiganur Main Bazar, Yemmiganur RTC Bus Stand Area, Maruthi Nagar, Yemmiganur Main Road, Yemmiganur Railway Station Area, Gandhi Nagar, Santhi Nagar, Bhavani Nagar, Yemmiganur Police Station Road"
Nandyal,Kurnool,"Ponnapuram Colony, Kranthi Nagar, Tekke Area, Sanjeeva Nagar, Srinivasa Nagar, NGO's Colony, Junuthala, Rahimanpuram, Gandhi Chowk"
Allagadda,Kurnool,"Allagadda Main Bazar, Allagadda RTC Bus Stand Area, Revenue Colony, Sai Nagar, Gandhi Nagar, Kothapeta"
Atmakur,Kurnool,"Atmakur Main Bazar, Atmakur RTC Bus Stand Area, Atmakur Main Road, Maruthi Nagar, Sai Nagar, Revenue Colony, Santhi Nagar, Atmakur Police Station Road"
Dhone,Kurnool,"Dhone Main Bazar, Dhone RTC Bus Stand Area, Sai Nagar, Bhavani Nagar, Maruthi Nagar, Revenue Colony, NGO Colony, Dhone Main Road"
Panyam,Kurnool,"Panyam Main Bazar, Panyam RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Panyam Police Station Road, Gandhi Nagar, Santhi Nagar, Sai Nagar"
Kodumur,Kurnool,"Kodumur Main Bazar, Kodumur RTC Bus Stand Area, Kodumur Railway Station Area, Kothapeta, Kodumur Police Station Road, Revenue Colony, Gandhi Nagar, Maruthi Nagar, NGO Colony, Kodumur Main Road"
Mantralayam,Kurnool,"Mantralayam Main Bazar, Mantralayam RTC Bus Stand Area, Mantralayam Railway Station Area, Bhavani Nagar, Kothapeta, Mantralayam Main Road, Maruthi Nagar"
Alur,Kurnool,"Alur Main Bazar, Alur RTC Bus Stand Area, Sai Nagar, Gandhi Nagar, Santhi Nagar, Kothapeta, Alur Main Road, Revenue Colony, Bhavani Nagar, Alur Police Station Road, Maruthi Nagar"
Pattikonda,Kurnool,"Pattikonda Main Bazar, Pattikonda RTC Bus Stand Area, Santhi Nagar, Pattikonda Railway Station Area, Pattikonda Main Road, NGO Colony, Sai Nagar, Revenue Colony, Maruthi Nagar, Kothapeta, Pattikonda Police Station Road"
